study_id,entry_id,study_authors,study_title,study_year,metric,estimate,sample_size,variance_estimate,range_max,variance_type,statistical_distribution,age_reported,sex,year,time-period_studied,sampling_dates,sampling_season,rainfall_annual_sum[mm],Latitude,Longitude,sitename,stratum,site_size[km^2],geographic_ID,sampling_coverage,sampling_coverage_unit,countryname_iso3166,country_iso3166-1_alpha-3,species,surveyer,survey_type,survey_method,combined_strip_width[m],fenced[fully/partly/no],poaching_indication,natural_mortality_indication,management_indication,study_focus,AED_incl,contains_map,remarks,
2234,61,"Rodgers, W.A.; Lobo, J.D.",Elephant control and legal ivory exploitation: 1920 to 1976.,1980,number of carcasses: legal,4015.0000,,,,,,,,1961-1965,1922-1973,all year,dry+wet,,,,Tanzania,,,,,,"Tanzania, the United Republic of",TZA,L. africana,,culling records,,,,,,,elephant management,no,yes,,
2234,62,"Rodgers, W.A.; Lobo, J.D.",Elephant control and legal ivory exploitation: 1920 to 1976.,1980,number of carcasses: legal,5266.0000,,,,,,,,1966-1970,1922-1973,all year,dry+wet,,,,Tanzania,,,,,,"Tanzania, the United Republic of",TZA,L. africana,,culling records,,,,,,,elephant management,no,yes,,
2234,63,"Rodgers, W.A.; Lobo, J.D.",Elephant control and legal ivory exploitation: 1920 to 1976.,1980,number of elephants culled,2482.0000,,,,,,,,1935,1922-1973,all year,dry+wet,,,,South East Tanzania,,196250,,,,"Tanzania, the United Republic of",TZA,L. africana,,culling records,,,,,,,elephant management,no,yes,,
2234,64,"Rodgers, W.A.; Lobo, J.D.",Elephant control and legal ivory exploitation: 1920 to 1976.,1980,number of elephants culled,2271.0000,,,,,,,,1936,1922-1973,all year,dry+wet,,,,South East Tanzania,,196250,,,,"Tanzania, the United Republic of",TZA,L. africana,,culling records,,,,,,,elephant management,no,yes,,
2234,65,"Rodgers, W.A.; Lobo, J.D.",Elephant control and legal ivory exploitation: 1920 to 1976.,1980,number of elephants culled,1392.0000,,,,,,,,1937,1922-1973,all year,dry+wet,,,,South East Tanzania,,196250,,,,"Tanzania, the United Republic of",TZA,L. africana,,culling records,,,,,,,elephant management,no,yes,,
2234,66,"Rodgers, W.A.; Lobo, J.D.",Elephant control and legal ivory exploitation: 1920 to 1976.,1980,number of elephants culled,1383.0000,,,,,,,,1938,1922-1973,all year,dry+wet,,,,South East Tanzania,,196250,,,,"Tanzania, the United Republic of",TZA,L. africana,,culling records,,,,,,,elephant management,no,yes,,
2234,67,"Rodgers, W.A.; Lobo, J.D.",Elephant control and legal ivory exploitation: 1920 to 1976.,1980,number of elephants culled,1883.0000,,,,,,,,1950,1922-1973,all year,dry+wet,,,,South East Tanzania,,196250,,,,"Tanzania, the United Republic of",TZA,L. africana,,culling records,,,,,,,elephant management,no,yes,,
2234,68,"Rodgers, W.A.; Lobo, J.D.",Elephant control and legal ivory exploitation: 1920 to 1976.,1980,number of elephants culled,1466.0000,,,,,,,,1951,1922-1973,all year,dry+wet,,,,South East Tanzania,,196250,,,,"Tanzania, the United Republic of",TZA,L. africana,,culling records,,,,,,,elephant management,no,yes,,
2234,69,"Rodgers, W.A.; Lobo, J.D.",Elephant control and legal ivory exploitation: 1920 to 1976.,1980,number of elephants culled,2100.0000,,,,,,,,1952,1922-1973,all year,dry+wet,,,,South East Tanzania,,196250,,,,"Tanzania, the United Republic of",TZA,L. africana,,culling records,,,,,,,elephant management,no,yes,,
2234,70,"Rodgers, W.A.; Lobo, J.D.",Elephant control and legal ivory exploitation: 1920 to 1976.,1980,number of elephants culled,1883.0000,,,,,,,,1953,1922-1973,all year,dry+wet,,,,South East Tanzania,,196250,,,,"Tanzania, the United Republic of",TZA,L. africana,,culling records,,,,,,,elephant management,no,yes,,
2234,71,"Rodgers, W.A.; Lobo, J.D.",Elephant control and legal ivory exploitation: 1920 to 1976.,1980,number of elephants culled,1857.0000,,,,,,,,1954,1922-1973,all year,dry+wet,,,,South East Tanzania,,196250,,,,"Tanzania, the United Republic of",TZA,L. africana,,culling records,,,,,,,elephant management,no,yes,,
2234,72,"Rodgers, W.A.; Lobo, J.D.",Elephant control and legal ivory exploitation: 1920 to 1976.,1980,number of elephants culled,1523.0000,,,,,,,,1955,1922-1973,all year,dry+wet,,,,South East Tanzania,,196250,,,,"Tanzania, the United Republic of",TZA,L. africana,,culling records,,,,,,,elephant management,no,yes,,
2234,73,"Rodgers, W.A.; Lobo, J.D.",Elephant control and legal ivory exploitation: 1920 to 1976.,1980,number of elephants culled,2182.0000,,,,,,,,1958,1922-1973,all year,dry+wet,,,,South East Tanzania,,196250,,,,"Tanzania, the United Republic of",TZA,L. africana,,culling records,,,,,,,elephant management,no,yes,,
2234,74,"Rodgers, W.A.; Lobo, J.D.",Elephant control and legal ivory exploitation: 1920 to 1976.,1980,number of elephants culled,2875.0000,,,,,,,,1962,1922-1973,all year,dry+wet,,,,South East Tanzania,,196250,,,,"Tanzania, the United Republic of",TZA,L. africana,,culling records,,,,,,,elephant management,no,yes,,
2234,75,"Rodgers, W.A.; Lobo, J.D.",Elephant control and legal ivory exploitation: 1920 to 1976.,1980,number of elephants culled,2748.0000,,,,,,,,1963,1922-1973,all year,dry+wet,,,,South East Tanzania,,196250,,,,"Tanzania, the United Republic of",TZA,L. africana,,culling records,,,,,,,elephant management,no,yes,,
2234,76,"Rodgers, W.A.; Lobo, J.D.",Elephant control and legal ivory exploitation: 1920 to 1976.,1980,number of elephants culled,2462.0000,,,,,,,,1964,1922-1973,all year,dry+wet,,,,South East Tanzania,,196250,,,,"Tanzania, the United Republic of",TZA,L. africana,,culling records,,,,,,,elephant management,no,yes,,
2234,77,"Rodgers, W.A.; Lobo, J.D.",Elephant control and legal ivory exploitation: 1920 to 1976.,1980,number of elephants culled,2666.0000,,,,,,,,1965,1922-1973,all year,dry+wet,,,,South East Tanzania,,196250,,,,"Tanzania, the United Republic of",TZA,L. africana,,culling records,,,,,,,elephant management,no,yes,,
2234,78,"Rodgers, W.A.; Lobo, J.D.",Elephant control and legal ivory exploitation: 1920 to 1976.,1980,number of elephants culled,2927.0000,,,,,,,,1966,1922-1973,all year,dry+wet,,,,South East Tanzania,,196250,,,,"Tanzania, the United Republic of",TZA,L. africana,,culling records,,,,,,,elephant management,no,yes,,
2234,79,"Rodgers, W.A.; Lobo, J.D.",Elephant control and legal ivory exploitation: 1920 to 1976.,1980,number of elephants culled,2996.0000,,,,,,,,1967,1922-1973,all year,dry+wet,,,,South East Tanzania,,196250,,,,"Tanzania, the United Republic of",TZA,L. africana,,culling records,,,,,,,elephant management,no,yes,,
2234,80,"Rodgers, W.A.; Lobo, J.D.",Elephant control and legal ivory exploitation: 1920 to 1976.,1980,number of elephants culled,3028.0000,,,,,,,,1968,1922-1973,all year,dry+wet,,,,South East Tanzania,,196250,,,,"Tanzania, the United Republic of",TZA,L. africana,,culling records,,,,,,,elephant management,no,yes,,
2234,81,"Rodgers, W.A.; Lobo, J.D.",Elephant control and legal ivory exploitation: 1920 to 1976.,1980,number of elephants culled,3151.0000,,,,,,,,1969,1922-1973,all year,dry+wet,,,,South East Tanzania,,196250,,,,"Tanzania, the United Republic of",TZA,L. africana,,culling records,,,,,,,elephant management,no,yes,,
2234,82,"Rodgers, W.A.; Lobo, J.D.",Elephant control and legal ivory exploitation: 1920 to 1976.,1980,number of elephants culled,2349.0000,,,,,,,,1971,1922-1973,all year,dry+wet,,,,South East Tanzania,,196250,,,,"Tanzania, the United Republic of",TZA,L. africana,,culling records,,,,,,,elephant management,no,yes,,
2234,83,"Rodgers, W.A.; Lobo, J.D.",Elephant control and legal ivory exploitation: 1920 to 1976.,1980,number of elephants culled,2007.0000,,,,,,,,1972,1922-1973,all year,dry+wet,,,,South East Tanzania,,196250,,,,"Tanzania, the United Republic of",TZA,L. africana,,culling records,,,,,,,elephant management,no,yes,,
2234,84,"Rodgers, W.A.; Lobo, J.D.",Elephant control and legal ivory exploitation: 1920 to 1976.,1980,number of elephants culled,1761.0000,,,,,,,,1973,1922-1973,all year,dry+wet,,,,South East Tanzania,,196250,,,,"Tanzania, the United Republic of",TZA,L. africana,,culling records,,,,,,,elephant management,no,yes,,
2234,85,"Rodgers, W.A.; Lobo, J.D.",Elephant control and legal ivory exploitation: 1920 to 1976.,1980,number of elephants culled,1957.0000,,,,,,,,1974,1922-1973,all year,dry+wet,,,,South East Tanzania,,196250,,,,"Tanzania, the United Republic of",TZA,L. africana,,culling records,,,,,,,elephant management,no,yes,,
2234,86,"Rodgers, W.A.; Lobo, J.D.",Elephant control and legal ivory exploitation: 1920 to 1976.,1980,number of elephants culled,1965.0000,,,,,,,,1975,1922-1973,all year,dry+wet,,,,South East Tanzania,,196250,,,,"Tanzania, the United Republic of",TZA,L. africana,,culling records,,,,,,,elephant management,no,yes,,
2874,1,"Okouyi, JO; Posso, P; Lepretre, A; Scaps, P",Estimation des densities de populations de macro-mammiferes de la Reserve d'Ipassa-Makokou (Gabon),2002,population density,0.5800,26.00,,,,,,,2000-2001,2000-2001,"May-September, April-June",,,,,Ipassa-Makokou Reserve,,100,,200.00,km,Gabon,GAB,L. africana,,ground survey,"dung count, systematic transects",,,heavy poaching,,,census,no,yes,,
2874,2,"Okouyi, JO; Posso, P; Lepretre, A; Scaps, P",Estimation des densities de populations de macro-mammiferes de la Reserve d'Ipassa-Makokou (Gabon),2002,population density,1.1000,78.00,,,,,,,2000-2001,2000-2001,"May-September, April-June",,,,,Ipassa-Makokou Reserve,,100,,,,Gabon,GAB,L. africana,,ground survey,direct observation,,,heavy poaching,,,census,no,yes,,
2926,1,"Muboko, N.; Muposhi, V.; Tarakini, T.; Gandiwa, E.; Vengesayi, S.; Makuwe, E.","Cyanide poisoning and African elephant mortality in Hwange National Park, Zimbabwe: a preliminary assessment",2014,number of elephants died: poisoned,135.0000,,,,,,,,2013,2013,October,,,19.10,26.60,Hwange National Park,,14651,,,,Zimbabwe,ZWE,L. africana,,aerial survey; personal observation,,,,organized poaching,,,estimating death by poison,no,yes,,
2883,1,"Laws, R M",Experiences in the study of large mammals,1981,number of elephants culled,2000.0000,,,,,,,,1965-1966,1965-1968,all year,dry+wet,,,,Kabalega Falls National Park,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1965-198,study of large mammals,no,no,study area unclear,
2883,2,"Laws, R M",Experiences in the study of large mammals,1981,number of elephants culled,300.0000,,,,,,,,1966,1965-1968,all year,dry+wet,,,,Tsavo National Park,,,,,,Kenya,KEN,L. africana,,culling records,,,,,,culling between 1965-199,study of large mammals,no,no,,
2883,3,"Laws, R M",Experiences in the study of large mammals,1981,number of elephants culled,300.0000,,,,,,,,1967,1965-1968,all year,dry+wet,,,,Mkomazi Game Reserve,,,,,,"Tanzania, the United Republic of",TZA,L. africana,,culling records,,,,,,culling between 1965-200,study of large mammals,no,no,,
2883,4,"Laws, R M",Experiences in the study of large mammals,1981,number of elephants culled,300.0000,,,,,,,,1968,1965-1968,all year,dry+wet,,,,Mkomazi Game Reserve,,,,,,"Tanzania, the United Republic of",TZA,L. africana,,culling records,,,,,,culling between 1965-201,study of large mammals,no,no,,
3019,1,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,604.0000,,,,,,,,1927,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,2,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,657.0000,,,,,,,,1928,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,3,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,1033.0000,,,,,,,,1929,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,4,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,892.0000,,,,,,,,1930,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,5,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,1211.0000,,,,,,,,1931,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,6,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,1210.0000,,,,,,,,1932,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,7,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,1380.0000,,,,,,,,1933,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,8,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,1603.0000,,,,,,,,1934,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,9,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,1546.0000,,,,,,,,1935,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,10,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,1626.0000,,,,,,,,1936,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,11,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,1519.0000,,,,,,,,1937,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,12,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,1053.0000,,,,,,,,1938,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,13,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,1008.0000,,,,,,,,1939,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,14,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,1219.0000,,,,,,,,1940,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,15,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,1040.0000,,,,,,,,1941,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,16,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,980.0000,,,,,,,,1942,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,17,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,885.0000,,,,,,,,1943,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,18,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,971.0000,,,,,,,,1944,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,19,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,1301.0000,,,,,,,,1945,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,20,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,853.0000,,,,,,,,1946,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,21,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,737.0000,,,,,,,,1947,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,22,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,970.0000,,,,,,,,1948,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,23,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,774.0000,,,,,,,,1949,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,24,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,781.0000,,,,,,,,1950,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,25,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,723.0000,,,,,,,,1951,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,26,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,477.0000,,,,,,,,1952,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,27,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,660.0000,,,,,,,,1953,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,28,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,696.0000,,,,,,,,1954,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,29,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,681.0000,,,,,,,,1955,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,30,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,865.0000,,,,,,,,1956,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,31,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,892.0000,,,,,,,,1957,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,32,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,number of elephants culled,1119.0000,,,,,,,,1958,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1958,status report,no,yes,,
3019,33,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,female ratio of elephants culled,0.3480,,,,,,,,1927-1958,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1959,status report,no,yes,,
3019,34,"Brooks, Allan C.; Buss, Irven O.",Past and present status of the elephant in Uganda,1962,male ratio of elephants culled,0.6520,,,,,,,,1927-1958,1927-1958,all year,dry+wet,,,,Uganda,,,,,,Uganda,UGA,L. africana,,culling records,,,,,,culling between 1927-1960,status report,no,yes,,
3029,1,"Chardonnet, B.",Les elephants au Togo,1988,population size,145.0000,,129.0000,160.0000,range,,,,1987,1987,all year,dry+wet,,,,Togo,,,,,,Togo,TGO,L. africana,,aerial survey; ground survey,"total count, direct observation",,,,,,census,no,yes,,
4022,1,"Dupuy, A.R.; Diouf, S.",Decompte aerien de faune effectue du 16 au 19 mai 1978 au Parc national du Niokolo-Koba (Senegal).,1979,population size,80.0000,80.00,,,,,,,1978,1978,17.05.-19.05.,,,,,Niokolo-Koba National Park,,,,,,Senegal,SEN,L. africana,,aerial survey,total count,,,,,,census,no,no,,
1822,1,"Lindeque, PM; Turnbull, PCB","Ecology and epidemiology of anthrax in the Etosha National Park, Namibia",1994,number of elephants died: anthrax,258.0000,,,,,,,,1964-1988,1964-1992,all year,dry+wet,,,,Etosha National Park,,,,,,Namibia,NAM,L. africana,,ground survey,individual identification,,,,,,estimating death by anthrax,no,yes,,
1822,2,"Lindeque, PM; Turnbull, PCB","Ecology and epidemiology of anthrax in the Etosha National Park, Namibia",1994,number of elephants died: anthrax,47.0000,,,,,,,,1988,1964-1992,all year,dry+wet,,,,Etosha National Park,,,,,,Namibia,NAM,L. africana,,ground survey,individual identification,,,,,,estimating death by anthrax,no,yes,,
1822,3,"Lindeque, PM; Turnbull, PCB","Ecology and epidemiology of anthrax in the Etosha National Park, Namibia",1994,number of elephants died: anthrax,83.0000,,,,,,,,1989,1964-1992,all year,dry+wet,,,,Etosha National Park,,,,,,Namibia,NAM,L. africana,,ground survey,individual identification,,,,,,estimating death by anthrax,no,yes,,
1822,4,"Lindeque, PM; Turnbull, PCB","Ecology and epidemiology of anthrax in the Etosha National Park, Namibia",1994,number of elephants died: anthrax,46.0000,,,,,,,,1990,1964-1992,all year,dry+wet,,,,Etosha National Park,,,,,,Namibia,NAM,L. africana,,ground survey,individual identification,,,,,,estimating death by anthrax,no,yes,,
1822,5,"Lindeque, PM; Turnbull, PCB","Ecology and epidemiology of anthrax in the Etosha National Park, Namibia",1994,number of elephants died: anthrax,8.0000,,,,,,,,1991,1964-1992,all year,dry+wet,,,,Etosha National Park,,,,,,Namibia,NAM,L. africana,,ground survey,individual identification,,,,,,estimating death by anthrax,no,yes,,
1822,6,"Lindeque, PM; Turnbull, PCB","Ecology and epidemiology of anthrax in the Etosha National Park, Namibia",1994,number of elephants died: anthrax,32.0000,,,,,,,,1992,1964-1992,all year,dry+wet,,,,Etosha National Park,,,,,,Namibia,NAM,L. africana,,ground survey,individual identification,,,,,,estimating death by anthrax,no,yes,,
3315,1,"Puit, Marielle; Ghiurghi, Andrea","Première estimation de la densité d’éléphants dans le ParcNational de Monte Alen, Guinée Equatoriale",2006,population density,0.5800,,0.3100,0.790000,,,,,2003-2004,2003-2004,October-February,dry+wet,,,,Monte Alen National Park,Southern part,1200,,68.30,km,Equatorial Guinea,GNQ,L. cyclotis,,ground survey,"dung count, random transects, recce",,,,,,census,yes,yes,AED: study year 2007,
1831,1,"Short, JC","Density and seasonal movements of forest elephant (Loxodonta africana cyclotis, Matschie) in Bia National Park, Ghana",1983,population density,0.4425,,0.0908,,,,,,1977,1977,Februrary,dry,,,,Bia National Park,,78,,0.25,percent,Ghana,GHA,L. cyclotis,,ground survey,"dung count, random quadrats",,,,,,census,no,yes,,
1831,2,"Short, JC","Density and seasonal movements of forest elephant (Loxodonta africana cyclotis, Matschie) in Bia National Park, Ghana",1983,population density,0.3000,,0.0494,,,,,,1977,1977,June,,,,,Bia National Park,,78,,0.25,percent,Ghana,GHA,L. cyclotis,,ground survey,"dung count, random quadrats",,,,,,census,no,yes,,
1831,3,"Short, JC","Density and seasonal movements of forest elephant (Loxodonta africana cyclotis, Matschie) in Bia National Park, Ghana",1983,population density,0.1299,,0.0310,,,,,,1977,1977,September,wet,,,,Bia National Park,,78,,0.25,percent,Ghana,GHA,L. cyclotis,,ground survey,"dung count, random quadrats",,,,,,census,no,yes,,
1831,4,"Short, JC","Density and seasonal movements of forest elephant (Loxodonta africana cyclotis, Matschie) in Bia National Park, Ghana",1983,population density,0.2621,,0.0621,,,,,,1977,1977,December,dry,,,,Bia National Park,,78,,0.25,percent,Ghana,GHA,L. cyclotis,,ground survey,"dung count, random quadrats",,,,,,census,no,yes,,
382,1,"Sinclair, A. R. E.; Mduma, Simon A. R.; Hopcraft, J. Grant C.; Fryxell, John M.; Hilborn, Ray; Thirgood, Simon",Long-term ecosystem dynamics in the Serengeti: Lessons for conservation,2007,population size,91.0000,,,,,,,,1950,1950-1993,,dry+wet,,,,Serengeti-Mara ecosystem,Serengeti woodlands,25000,,,,"Tanzania, the United Republic of/Kenya",TZA/KEN,L. africana,,,,,,,,,ecosystem dynamics,no,no,potentially redundant data,
382,2,"Sinclair, A. R. E.; Mduma, Simon A. R.; Hopcraft, J. Grant C.; Fryxell, John M.; Hilborn, Ray; Thirgood, Simon",Long-term ecosystem dynamics in the Serengeti: Lessons for conservation,2007,population size,995.0000,,,,,,,,1958,1950-1993,,dry+wet,,,,Serengeti-Mara ecosystem,Serengeti woodlands,25000,,,,"Tanzania, the United Republic of/Kenya",TZA/KEN,L. africana,,,,,,,,,ecosystem dynamics,no,no,potentially redundant data,
382,3,"Sinclair, A. R. E.; Mduma, Simon A. R.; Hopcraft, J. Grant C.; Fryxell, John M.; Hilborn, Ray; Thirgood, Simon",Long-term ecosystem dynamics in the Serengeti: Lessons for conservation,2007,population size,1153.0000,,,,,,,,1961,1950-1993,,dry+wet,,,,Serengeti-Mara ecosystem,Serengeti woodlands,25000,,,,"Tanzania, the United Republic of/Kenya",TZA/KEN,L. africana,,,,,,,,,ecosystem dynamics,no,no,potentially redundant data,
382,4,"Sinclair, A. R. E.; Mduma, Simon A. R.; Hopcraft, J. Grant C.; Fryxell, John M.; Hilborn, Ray; Thirgood, Simon",Long-term ecosystem dynamics in the Serengeti: Lessons for conservation,2007,population size,2073.0000,,,,,,,,1965,1950-1993,,dry+wet,,,,Serengeti-Mara ecosystem,Serengeti woodlands,25000,,,,"Tanzania, the United Republic of/Kenya",TZA/KEN,L. africana,,,,,,,,,ecosystem dynamics,no,no,potentially redundant data,
382,5,"Sinclair, A. R. E.; Mduma, Simon A. R.; Hopcraft, J. Grant C.; Fryxell, John M.; Hilborn, Ray; Thirgood, Simon",Long-term ecosystem dynamics in the Serengeti: Lessons for conservation,2007,population size,2223.0000,,,,,,,,1966,1950-1993,,dry+wet,,,,Serengeti-Mara ecosystem,Serengeti woodlands,25000,,,,"Tanzania, the United Republic of/Kenya",TZA/KEN,L. africana,,,,,,,,,ecosystem dynamics,no,no,potentially redundant data,
382,6,"Sinclair, A. R. E.; Mduma, Simon A. R.; Hopcraft, J. Grant C.; Fryxell, John M.; Hilborn, Ray; Thirgood, Simon",Long-term ecosystem dynamics in the Serengeti: Lessons for conservation,2007,population size,2480.0000,,,,,,,,1967,1950-1993,,dry+wet,,,,Serengeti-Mara ecosystem,Serengeti woodlands,25000,,,,"Tanzania, the United Republic of/Kenya",TZA/KEN,L. africana,,,,,,,,,ecosystem dynamics,no,no,,
